year;gender;study_level;major;ai_usage_frequency;primary_ai_use;academic_integrity_training;study_hours_week;ai_hours_week;attendance_rate;assignment_completion_rate;exam_score;gpa
2024;female;undergraduate;social sciences;daily;concept explanation;no;15.8;7.8;88.4;64.4;67.8;3.29
2023;female;masters;business;weekly;coding help;yes;32.0;0.8;87.9;82.8;100.0;4.0
2024;nonbinary/other;undergraduate;engineering;weekly;research/reading;yes;21.2;4.4;90.9;98.1;97.1;4.0
2025;female;undergraduate;engineering;daily;concept explanation;yes;13.9;5.1;93.9;83.5;79.9;3.46
2024;female;undergraduate;computer science;daily;research/reading;yes;16.3;6.5;80.1;75.8;78.9;3.52
2024;female;undergraduate;business;weekly;writing support;yes;18.1;2.0;87.6;83.8;100.0;4.0
2025;female;undergraduate;business;weekly;studying/flashcards;yes;19.3;2.3;84.2;94.5;89.0;3.89
2023;female;undergraduate;engineering;weekly;writing support;no;18.5;1.5;85.8;95.8;96.4;4.0
2023;female;undergraduate;arts humanities;weekly;studying/flashcards;no;19.3;2.0;84.3;89.1;75.6;3.39
2025;female;phd;engineering;daily;writing support;no;16.2;7.6;92.2;77.4;85.4;3.66
2024;male;undergraduate;engineering;daily;writing support;yes;22.1;6.4;77.7;84.6;89.3;3.83
2024;female;undergraduate;social sciences;weekly;concept explanation;yes;13.0;3.0;95.6;85.8;77.0;3.74
2024;female;phd;education;daily;research/reading;yes;25.9;8.0;93.9;100.0;100.0;4.0
2023;female;masters;engineering;rarely;concept explanation;yes;20.2;3.7;92.7;94.6;88.8;3.95
2024;male;undergraduate;social sciences;weekly;writing support;yes;17.7;2.5;86.6;90.0;92.6;3.94
2024;male;undergraduate;engineering;weekly;research/reading;yes;13.2;4.4;84.7;84.2;93.4;3.88
2023;male;masters;computer science;daily;coding help;yes;17.3;6.9;92.0;81.7;92.6;3.93
2025;female;undergraduate;health sciences;daily;coding help;no;15.0;7.2;90.9;83.2;77.0;3.49
2024;female;masters;social sciences;weekly;research/reading;yes;26.3;1.7;88.1;76.9;100.0;4.0
2025;female;undergraduate;engineering;weekly;research/reading;no;20.5;3.4;85.3;96.5;81.6;3.52
2025;male;undergraduate;computer science;weekly;other;no;14.0;8.5;83.4;83.4;74.8;3.34
2024;female;masters;business;weekly;coding help;yes;17.6;2.9;78.6;87.0;85.6;3.65
2024;male;undergraduate;arts humanities;weekly;research/reading;yes;15.8;5.2;82.6;92.2;75.9;3.61
2023;male;undergraduate;social sciences;weekly;coding help;yes;10.7;3.8;100.0;84.6;91.3;4.0
2024;male;phd;engineering;weekly;writing support;no;28.3;4.3;95.4;100.0;96.4;4.0
2025;female;undergraduate;engineering;daily;writing support;no;13.5;7.9;83.1;92.6;100.0;3.94
2023;female;undergraduate;health sciences;rarely;writing support;yes;15.5;2.3;88.8;89.1;88.4;3.95
2023;female;undergraduate;business;weekly;writing support;no;17.7;3.7;93.8;98.9;82.3;3.79
2024;female;masters;health sciences;daily;studying/flashcards;no;13.7;8.5;96.2;100.0;83.6;4.0
2025;female;undergraduate;health sciences;weekly;writing support;yes;8.1;0.7;91.2;83.2;78.2;3.42
2024;female;undergraduate;engineering;daily;writing support;yes;18.3;6.5;82.1;86.3;77.4;3.72
2025;female;undergraduate;education;daily;research/reading;yes;15.8;5.4;85.2;100.0;77.1;3.7
2024;female;undergraduate;computer science;daily;writing support;yes;15.4;9.1;82.9;76.4;80.0;3.48
2023;female;masters;engineering;weekly;concept explanation;no;18.8;7.5;90.1;100.0;89.6;3.87
2023;male;undergraduate;business;rarely;coding help;yes;26.5;3.0;90.7;90.1;100.0;4.0
2025;female;undergraduate;computer science;weekly;concept explanation;no;17.2;5.5;88.9;89.0;95.1;4.0
2025;female;undergraduate;social sciences;weekly;translation;no;15.6;7.0;77.4;85.8;77.9;3.63
2024;male;undergraduate;health sciences;weekly;translation;yes;19.7;3.5;85.4;83.6;100.0;4.0
2023;male;masters;health sciences;weekly;research/reading;no;18.89;3.4;84.7;81.9;100.0;4.0
2024;male;undergraduate;education;weekly;coding help;yes;20.4;2.3;89.4;95.6;76.2;3.56
2024;female;masters;engineering;daily;research/reading;no;23.1;7.3;85.5;75.7;82.4;3.56
2023;male;masters;business;daily;concept explanation;yes;23.5;5.0;99.5;98.9;97.7;4.0
2024;female;undergraduate;business;weekly;concept explanation;yes;21.5;1.7;86.3;71.6;94.2;3.82
2025;female;undergraduate;computer science;daily;research/reading;yes;13.0;5.1;94.0;75.2;82.7;3.48
2023;female;undergraduate;arts humanities;weekly;concept explanation;yes;13.1;2.2;85.2;81.4;64.9;3.2
2024;male;undergraduate;engineering;weekly;studying/flashcards;no;22.0;3.0;81.0;88.6;99.5;3.97
2024;female;undergraduate;arts humanities;weekly;writing support;yes;26.6;4.9;95.1;95.6;100.0;3.95
2025;female;phd;education;weekly;translation;yes;18.89;3.8;84.4;100.0;100.0;4.0
2025;male;undergraduate;social sciences;daily;writing support;yes;16.6;4.2;83.8;92.8;89.6;3.94
2025;male;undergraduate;health sciences;daily;coding help;no;10.0;5.8;89.1;90.8;84.9;3.95
2023;male;undergraduate;social sciences;rarely;studying/flashcards;no;29.5;1.0;82.1;85.9;100.0;3.95
2023;female;undergraduate;social sciences;daily;writing support;yes;16.8;5.8;89.2;75.0;73.8;3.33
2023;male;undergraduate;business;rarely;studying/flashcards;yes;15.5;5.1;81.2;78.1;75.3;3.35
2024;female;undergraduate;engineering;daily;research/reading;yes;23.4;7.0;94.3;81.1;94.8;3.9
2025;female;masters;computer science;daily;research/reading;yes;16.4;7.2;85.3;78.4;74.1;3.34
2023;female;undergraduate;engineering;rarely;coding help;yes;17.2;0.0;89.6;92.2;96.1;3.9
2025;male;undergraduate;computer science;weekly;coding help;no;14.6;4.9;94.1;79.8;93.2;3.93
2023;female;undergraduate;computer science;never;concept explanation;yes;15.1;3.6;87.6;77.8;87.5;3.72
2025;female;undergraduate;engineering;weekly;coding help;no;21.0;3.5;82.3;75.6;91.0;3.76
2023;female;undergraduate;social sciences;weekly;coding help;yes;18.2;2.7;77.9;76.1;75.7;3.31
2025;female;undergraduate;social sciences;daily;writing support;no;28.3;6.6;75.5;68.6;92.0;3.7
2024;female;undergraduate;computer science;weekly;coding help;no;18.9;4.2;89.5;82.0;100.0;4.0
2023;female;undergraduate;business;weekly;concept explanation;yes;20.6;3.7;95.1;85.2;99.6;4.0
2025;female;undergraduate;engineering;weekly;concept explanation;no;15.5;5.2;87.8;87.0;95.7;3.77
2024;female;masters;arts humanities;daily;studying/flashcards;no;8.3;6.6;90.4;75.0;91.5;3.94
2025;female;masters;arts humanities;rarely;studying/flashcards;yes;29.0;2.4;84.1;87.6;100.0;3.99
2023;male;undergraduate;engineering;rarely;concept explanation;yes;16.7;0.9;84.6;86.0;84.9;3.74
2024;female;undergraduate;engineering;weekly;studying/flashcards;no;19.4;6.1;76.3;71.4;78.5;3.47
2025;male;undergraduate;arts humanities;daily;research/reading;yes;17.6;4.7;93.4;86.9;96.8;4.0
2025;female;undergraduate;business;daily;other;yes;17.3;7.3;86.2;84.8;92.1;3.63
2024;male;masters;computer science;daily;research/reading;yes;29.0;7.3;79.4;98.8;95.5;4.0
2024;male;undergraduate;engineering;daily;research/reading;yes;17.8;5.8;91.5;96.2;81.9;3.69
2023;male;undergraduate;engineering;rarely;concept explanation;yes;15.5;5.0;78.4;88.2;83.6;3.59
2023;male;undergraduate;business;weekly;research/reading;yes;20.8;3.7;79.4;74.3;81.0;3.5
2025;female;undergraduate;computer science;daily;research/reading;no;19.6;7.4;80.7;90.7;89.9;3.84
2024;female;masters;computer science;rarely;studying/flashcards;no;12.0;3.0;90.8;82.8;84.5;3.7
2025;male;undergraduate;social sciences;daily;studying/flashcards;yes;20.1;4.1;98.4;85.8;93.3;3.93
2024;female;undergraduate;engineering;daily;research/reading;no;21.0;8.6;78.7;89.6;91.9;3.97
2023;male;undergraduate;engineering;weekly;other;yes;11.1;5.8;95.5;87.9;74.0;3.52
2023;female;undergraduate;education;rarely;coding help;no;19.9;2.2;92.9;85.8;89.1;3.95
2024;male;undergraduate;business;daily;coding help;no;20.6;6.0;88.5;98.9;83.3;3.75
2024;female;masters;business;weekly;concept explanation;yes;31.5;2.9;86.3;100.0;99.5;4.0
2023;male;undergraduate;engineering;weekly;concept explanation;no;24.5;3.4;71.6;91.3;82.5;3.52
2023;male;undergraduate;computer science;rarely;writing support;yes;21.3;2.3;83.2;97.8;100.0;4.0
2024;male;undergraduate;education;weekly;concept explanation;yes;16.9;2.3;80.0;77.8;73.8;3.51
2023;male;undergraduate;social sciences;weekly;concept explanation;yes;8.8;2.7;79.8;88.2;68.8;3.23
2023;male;undergraduate;engineering;daily;concept explanation;yes;18.6;4.3;92.2;92.6;100.0;4.0
2025;male;undergraduate;engineering;weekly;research/reading;no;16.7;5.7;76.2;77.2;88.8;3.97
2024;female;undergraduate;engineering;daily;writing support;yes;23.0;6.2;87.5;93.4;99.1;4.0
2024;female;undergraduate;social sciences;weekly;writing support;yes;15.0;0.9;80.7;80.8;83.8;3.51
2024;female;masters;arts humanities;daily;concept explanation;yes;22.9;5.2;95.6;100.0;100.0;4.0
2024;female;undergraduate;social sciences;weekly;coding help;no;22.5;4.5;93.1;83.5;100.0;4.0
2024;male;undergraduate;computer science;weekly;writing support;yes;14.3;5.4;90.7;73.7;95.3;3.86
2023;female;phd;business;weekly;concept explanation;no;32.0;2.5;90.6;100.0;100.0;4.0
2023;female;undergraduate;education;rarely;studying/flashcards;yes;20.7;2.0;79.2;90.4;81.5;3.56
2025;male;undergraduate;business;rarely;translation;no;10.1;0.0;81.1;88.5;82.9;3.54
2025;female;undergraduate;health sciences;daily;concept explanation;no;12.1;6.4;79.7;72.5;86.9;3.83
2025;female;masters;social sciences;weekly;concept explanation;no;23.1;0.3;89.2;87.0;94.8;3.99
2024;male;undergraduate;business;daily;coding help;yes;26.3;6.2;79.8;85.3;100.0;4.0
2025;male;undergraduate;health sciences;daily;concept explanation;yes;20.0;8.0;77.5;74.4;93.2;3.75
2025;male;undergraduate;engineering;daily;concept explanation;no;11.5;5.5;78.1;74.9;77.4;3.31
2023;male;undergraduate;business;daily;concept explanation;yes;16.1;5.5;90.8;77.6;91.5;3.62
2024;male;undergraduate;computer science;weekly;writing support;yes;20.1;0.0;89.6;93.4;89.1;3.9
2023;female;undergraduate;social sciences;weekly;writing support;yes;15.2;4.9;82.5;76.7;78.2;3.47
2025;male;undergraduate;arts humanities;daily;coding help;yes;11.6;7.1;73.7;86.01;83.1;3.44
2024;female;masters;business;weekly;coding help;yes;23.6;2.1;94.6;100.0;91.4;4.0
2025;female;undergraduate;health sciences;daily;research/reading;no;24.0;5.6;93.4;89.8;91.6;3.79
2024;male;undergraduate;arts humanities;weekly;concept explanation;yes;12.5;3.2;89.4;86.7;99.0;4.0
2023;nonbinary/other;masters;health sciences;never;coding help;no;24.1;1.4;89.0;99.1;100.0;4.0
2024;female;undergraduate;social sciences;daily;studying/flashcards;no;7.6;6.4;80.9;73.5;80.6;3.58
2024;male;undergraduate;engineering;weekly;studying/flashcards;yes;18.2;5.7;89.5;90.1;90.4;4.0
2025;male;masters;arts humanities;weekly;concept explanation;yes;24.2;3.6;86.7;85.3;99.1;4.0
2023;female;undergraduate;business;rarely;other;yes;20.0;4.8;91.2;93.0;92.0;3.75
2025;male;undergraduate;business;rarely;coding help;yes;32.5;2.7;82.9;76.3;95.2;3.86
2023;female;undergraduate;engineering;daily;research/reading;yes;6.4;5.7;84.2;81.4;87.66;3.74
2023;female;undergraduate;engineering;weekly;research/reading;yes;28.8;4.7;87.7;91.6;98.6;4.0
2023;male;undergraduate;social sciences;never;studying/flashcards;yes;15.4;1.0;82.6;83.7;66.0;3.34
2025;female;undergraduate;computer science;weekly;writing support;no;19.2;4.7;73.0;83.3;91.3;3.88
2024;male;undergraduate;business;weekly;research/reading;no;19.1;2.8;85.0;71.9;81.1;3.68
2025;female;undergraduate;business;daily;coding help;yes;20.7;6.6;88.9;79.9;91.8;3.85
2025;male;masters;arts humanities;weekly;writing support;no;11.0;3.0;85.5;75.4;67.1;3.03
2024;female;undergraduate;engineering;weekly;writing support;yes;15.4;4.9;88.9;87.3;85.2;3.88
2024;male;masters;social sciences;weekly;concept explanation;no;19.5;4.2;89.2;94.2;81.6;3.81
2025;nonbinary/other;undergraduate;social sciences;daily;research/reading;yes;9.4;6.7;96.1;85.7;81.6;3.45
2025;nonbinary/other;undergraduate;engineering;daily;concept explanation;yes;17.9;5.4;77.2;94.5;87.0;3.95
2023;female;undergraduate;business;rarely;concept explanation;no;13.8;1.1;87.6;90.8;89.0;3.91
2024;female;masters;health sciences;weekly;other;yes;9.2;4.5;81.6;93.6;76.5;3.77
2025;female;masters;engineering;daily;research/reading;yes;6.8;7.4;88.0;81.1;76.3;3.38
2024;female;masters;engineering;weekly;writing support;yes;24.0;4.6;87.4;85.5;90.8;3.84
2025;male;masters;business;daily;concept explanation;no;28.2;8.6;85.7;79.8;94.9;4.0
2025;male;undergraduate;computer science;daily;concept explanation;yes;25.3;7.0;82.4;99.2;100.0;4.0
2023;female;undergraduate;computer science;daily;writing support;yes;12.8;8.5;85.1;76.6;83.5;3.7
2024;male;undergraduate;arts humanities;weekly;writing support;yes;20.1;1.3;85.7;90.4;86.3;3.95
2023;male;undergraduate;arts humanities;weekly;concept explanation;no;9.8;4.7;76.1;68.0;76.6;3.48
2025;male;undergraduate;engineering;rarely;concept explanation;yes;22.6;2.0;96.1;89.4;87.3;3.78
2024;female;undergraduate;computer science;weekly;concept explanation;yes;9.1;4.8;90.3;80.1;75.6;3.4
2025;male;undergraduate;social sciences;weekly;research/reading;yes;15.0;4.7;83.9;73.5;71.7;3.39
2023;male;undergraduate;computer science;never;writing support;no;12.6;3.8;86.8;80.5;89.1;3.66
2024;female;undergraduate;engineering;daily;other;yes;24.4;9.4;99.5;100.0;93.9;3.94
2023;male;undergraduate;engineering;daily;other;no;23.0;7.9;88.2;94.2;99.6;4.0
2023;male;undergraduate;arts humanities;rarely;coding help;yes;7.4;2.3;90.3;88.9;86.0;3.72
2024;female;undergraduate;business;daily;concept explanation;yes;15.0;6.5;80.6;67.9;73.5;3.18
2023;female;undergraduate;arts humanities;daily;coding help;yes;11.7;5.7;82.0;75.9;88.9;3.65
2024;female;masters;business;weekly;writing support;yes;23.5;6.8;100.0;100.0;100.0;4.0
2025;male;masters;arts humanities;weekly;writing support;yes;22.9;3.5;87.0;79.4;89.1;3.83
2025;male;undergraduate;social sciences;daily;coding help;yes;24.5;7.0;92.4;86.4;100.0;4.0
2024;female;masters;engineering;daily;translation;yes;22.4;9.2;81.4;71.5;95.4;4.0
2023;male;undergraduate;education;daily;other;yes;10.3;8.6;77.3;76.0;74.1;3.47
2024;male;undergraduate;business;daily;writing support;yes;15.2;7.3;86.6;92.4;93.1;3.91
2024;female;undergraduate;social sciences;weekly;research/reading;yes;18.2;2.6;77.5;86.4;86.1;3.82
2023;male;phd;health sciences;weekly;writing support;no;18.89;1.3;100.0;94.6;100.0;4.0
2025;female;undergraduate;computer science;daily;concept explanation;yes;27.5;5.2;81.1;90.8;94.7;4.0
2024;female;undergraduate;computer science;weekly;other;yes;24.4;5.0;98.0;91.2;100.0;4.0
2024;male;undergraduate;engineering;daily;translation;yes;12.3;8.8;91.3;90.4;100.0;4.0
2024;female;masters;social sciences;rarely;coding help;yes;27.8;2.4;87.6;92.6;98.0;4.0
2024;female;undergraduate;social sciences;daily;writing support;no;20.4;5.0;86.6;84.8;86.8;3.71
2024;male;undergraduate;engineering;daily;writing support;yes;8.7;8.8;99.2;83.6;76.7;3.55
2024;male;undergraduate;computer science;weekly;coding help;no;6.6;3.7;74.3;86.6;72.0;3.52
2023;female;undergraduate;arts humanities;never;studying/flashcards;no;15.3;1.7;86.7;88.4;85.1;3.47
2023;female;undergraduate;social sciences;daily;coding help;no;16.8;5.7;79.3;64.7;86.6;3.7
2023;nonbinary/other;undergraduate;computer science;weekly;other;yes;31.1;3.4;91.2;100.0;100.0;4.0
2024;male;undergraduate;computer science;daily;coding help;yes;18.3;6.9;84.0;79.5;89.3;3.83
2023;male;undergraduate;engineering;rarely;coding help;yes;15.0;1.5;86.7;84.6;65.9;3.14
2023;female;undergraduate;social sciences;daily;research/reading;yes;18.4;7.3;87.4;90.6;88.7;3.94
2023;male;undergraduate;engineering;daily;research/reading;yes;19.0;7.5;81.7;80.1;86.4;3.79
2025;female;undergraduate;business;daily;coding help;yes;17.7;8.1;83.2;92.8;90.3;3.96
2024;male;masters;engineering;daily;writing support;no;9.5;6.9;85.4;86.01;87.3;3.39
2025;male;undergraduate;education;weekly;translation;no;16.9;2.4;76.6;82.3;84.0;3.72
2025;male;undergraduate;social sciences;weekly;concept explanation;no;23.3;2.2;82.2;100.0;83.6;3.89
2024;nonbinary/other;undergraduate;computer science;weekly;research/reading;yes;16.2;4.5;89.6;72.6;94.2;3.87
2024;male;undergraduate;social sciences;weekly;other;yes;12.6;0.9;99.1;78.9;91.1;3.71
2023;male;masters;engineering;rarely;coding help;no;24.4;3.2;88.7;81.5;84.7;3.67
2025;female;undergraduate;health sciences;daily;writing support;yes;16.6;5.9;91.5;92.2;99.3;4.0
2025;male;masters;engineering;daily;concept explanation;yes;18.65;6.1;93.3;84.1;98.7;3.9
2025;male;undergraduate;computer science;daily;coding help;no;18.2;6.2;98.2;82.6;91.8;3.93
2024;female;undergraduate;social sciences;weekly;concept explanation;no;24.9;4.3;87.7;85.7;100.0;4.0
2023;female;undergraduate;business;weekly;concept explanation;no;11.3;6.3;75.6;83.7;73.4;3.41
2024;female;masters;business;daily;concept explanation;no;18.5;8.0;84.1;71.1;87.3;3.63
2025;female;undergraduate;health sciences;weekly;research/reading;no;9.6;5.0;96.4;86.3;86.3;3.82
2024;male;phd;social sciences;never;coding help;yes;20.5;2.3;91.4;90.0;85.8;3.9
2025;male;undergraduate;business;weekly;writing support;no;16.7;3.3;85.7;94.1;67.6;3.05
2025;male;undergraduate;business;weekly;writing support;yes;18.8;3.2;79.7;84.2;85.9;3.99
2024;male;phd;health sciences;weekly;research/reading;yes;29.1;3.9;99.7;97.0;100.0;4.0
2023;female;undergraduate;computer science;weekly;research/reading;yes;12.0;4.4;85.4;74.5;79.7;3.32
2025;female;undergraduate;engineering;daily;writing support;yes;22.4;8.0;94.2;95.5;100.0;4.0
2025;female;undergraduate;computer science;daily;concept explanation;yes;12.2;6.5;94.5;95.4;91.0;3.94
2023;female;undergraduate;social sciences;rarely;writing support;yes;21.6;2.0;81.0;82.0;93.2;3.81
2025;female;undergraduate;health sciences;daily;concept explanation;yes;25.2;9.1;88.8;85.4;97.2;3.9
2025;female;masters;education;weekly;coding help;no;22.0;3.0;82.2;92.7;98.1;4.0
2024;female;undergraduate;computer science;weekly;coding help;yes;33.7;3.1;91.4;88.2;100.0;3.97
2024;female;undergraduate;engineering;daily;coding help;yes;19.1;9.2;79.6;70.2;99.4;4.0
2025;male;undergraduate;social sciences;daily;concept explanation;yes;15.9;6.9;100.0;77.5;76.4;3.43
2023;female;masters;business;daily;translation;no;22.2;5.5;89.5;99.7;99.0;4.0
2025;male;undergraduate;education;daily;concept explanation;yes;15.9;6.7;100.0;77.7;78.3;3.64
2025;male;undergraduate;computer science;weekly;writing support;no;15.9;3.8;88.0;75.8;76.3;3.29
2025;female;masters;computer science;daily;studying/flashcards;yes;21.7;6.2;98.5;85.3;86.9;3.66
2023;male;masters;computer science;weekly;coding help;yes;27.1;3.4;89.5;95.6;100.0;4.0
2023;female;undergraduate;engineering;weekly;studying/flashcards;yes;28.2;3.0;84.1;100.0;100.0;4.0
2024;female;undergraduate;engineering;daily;studying/flashcards;yes;14.9;9.3;80.2;76.1;72.4;3.23
2023;male;masters;social sciences;weekly;other;yes;22.0;6.0;86.2;67.3;83.7;3.54
2024;female;undergraduate;arts humanities;daily;concept explanation;no;18.0;6.4;77.2;86.8;74.6;3.42
2023;male;masters;business;weekly;writing support;no;12.2;7.1;84.3;84.1;90.1;3.89
2025;female;masters;education;daily;coding help;no;25.2;3.5;94.2;92.3;87.2;3.76
2023;female;masters;education;weekly;writing support;no;22.7;4.3;85.3;85.8;89.8;3.71
2025;female;undergraduate;health sciences;rarely;coding help;yes;20.4;0.6;82.3;73.1;90.6;3.95
2024;female;undergraduate;business;daily;concept explanation;no;11.5;8.9;77.8;71.1;62.4;3.03
2025;female;undergraduate;social sciences;daily;concept explanation;yes;12.0;6.2;82.3;91.2;78.5;3.43
2023;male;masters;business;weekly;other;no;21.5;0.3;84.3;84.3;96.0;3.84
2025;male;undergraduate;social sciences;daily;writing support;no;12.9;4.9;97.5;74.9;93.2;3.81
2025;female;undergraduate;engineering;daily;coding help;yes;21.3;7.1;87.3;85.4;99.1;4.0
2025;male;undergraduate;social sciences;daily;writing support;yes;8.8;6.2;85.6;82.5;86.4;3.84
2023;male;undergraduate;social sciences;never;other;no;18.8;0.0;88.1;88.0;73.6;3.64
2025;female;undergraduate;business;daily;writing support;yes;29.0;10.3;89.9;85.7;97.0;4.0
2024;female;undergraduate;social sciences;daily;coding help;yes;20.3;8.1;77.5;75.5;87.9;3.51
2024;female;undergraduate;engineering;weekly;concept explanation;yes;8.7;3.5;94.5;97.7;80.9;3.89
2025;female;undergraduate;health sciences;daily;coding help;no;23.1;6.7;85.3;91.7;97.2;4.0
2024;female;undergraduate;business;rarely;studying/flashcards;yes;21.8;0.9;91.1;100.0;94.7;4.0
2023;female;undergraduate;arts humanities;weekly;concept explanation;yes;17.2;2.9;89.9;90.3;92.5;3.74
2024;female;undergraduate;health sciences;weekly;writing support;yes;18.9;5.8;85.6;89.2;86.6;3.81
2024;male;undergraduate;engineering;daily;translation;no;17.0;9.7;86.3;86.4;88.9;3.76
2023;female;masters;health sciences;rarely;concept explanation;yes;23.1;0.7;87.5;89.6;81.3;3.67
2025;female;undergraduate;engineering;daily;other;yes;25.3;6.2;94.0;96.7;99.9;3.85
2024;male;undergraduate;engineering;daily;coding help;yes;17.5;8.4;97.3;84.5;87.9;3.86
2024;female;undergraduate;arts humanities;daily;studying/flashcards;yes;30.9;4.3;90.0;94.1;100.0;3.89
2024;male;phd;social sciences;weekly;concept explanation;yes;28.8;5.3;92.2;96.4;93.7;3.94
2025;male;masters;engineering;daily;coding help;yes;21.3;3.6;83.2;69.9;85.4;3.54
2025;male;undergraduate;social sciences;weekly;writing support;yes;10.4;3.7;85.3;85.1;67.1;3.18
2024;female;undergraduate;computer science;weekly;research/reading;yes;18.5;6.3;83.1;99.7;100.0;4.0
2024;female;undergraduate;health sciences;daily;writing support;yes;21.5;6.1;93.3;92.5;97.1;4.0
2024;female;undergraduate;computer science;daily;concept explanation;no;22.7;6.2;76.9;79.2;89.3;3.89
2025;male;undergraduate;health sciences;weekly;coding help;no;15.0;4.7;83.9;83.4;88.6;3.89
2023;female;undergraduate;social sciences;weekly;concept explanation;yes;14.4;4.4;85.4;86.0;87.5;3.85
2023;male;undergraduate;social sciences;rarely;translation;no;15.9;2.1;84.4;94.6;91.8;4.0
2023;female;undergraduate;engineering;weekly;coding help;yes;16.1;2.6;88.9;83.5;94.3;3.93
2024;female;undergraduate;business;daily;coding help;yes;23.1;6.0;94.4;93.2;97.0;4.0
2024;male;undergraduate;business;weekly;writing support;yes;24.8;4.2;91.6;85.7;96.1;4.0
2025;female;undergraduate;business;weekly;writing support;yes;12.5;4.9;91.1;81.5;91.1;3.84
2025;male;masters;engineering;daily;research/reading;yes;24.4;8.6;82.9;87.6;100.0;3.89
2024;male;undergraduate;computer science;daily;writing support;no;18.3;6.8;90.3;96.0;92.7;3.86
2024;female;masters;business;daily;coding help;no;20.2;9.4;79.9;87.3;100.0;4.0
2024;female;undergraduate;engineering;daily;concept explanation;yes;14.8;7.8;96.9;79.7;84.4;3.69
2025;female;phd;engineering;weekly;coding help;yes;29.9;3.6;85.7;91.2;100.0;3.99
2024;male;masters;engineering;daily;concept explanation;no;13.6;8.0;88.1;80.4;85.0;3.45
2024;male;undergraduate;social sciences;weekly;studying/flashcards;yes;25.7;5.3;88.8;91.4;88.6;4.0
2025;female;masters;business;daily;studying/flashcards;no;20.9;8.4;94.2;100.0;86.2;3.82
2023;male;undergraduate;education;weekly;research/reading;yes;14.6;3.3;86.3;95.3;92.2;3.87
2024;female;masters;business;daily;writing support;no;24.4;9.4;98.3;93.3;93.4;3.98
2023;male;masters;engineering;rarely;concept explanation;no;18.8;1.6;85.7;100.0;92.8;3.88
2024;male;undergraduate;arts humanities;rarely;concept explanation;no;15.7;0.3;83.2;85.2;84.7;3.52
2025;female;undergraduate;engineering;weekly;translation;yes;8.8;6.0;82.7;74.8;80.0;3.36
2023;male;undergraduate;social sciences;rarely;coding help;yes;18.6;0.0;87.6;97.6;92.1;3.8
2024;male;undergraduate;engineering;daily;coding help;no;9.7;5.3;81.0;78.3;81.7;3.73
2023;female;masters;computer science;daily;writing support;no;16.9;5.8;81.7;86.4;97.2;3.84
2023;male;undergraduate;engineering;rarely;concept explanation;no;17.9;0.2;92.9;93.8;82.8;3.64
2024;female;masters;health sciences;weekly;writing support;yes;25.6;2.9;87.7;86.4;93.0;3.85
2024;male;undergraduate;social sciences;daily;writing support;yes;15.5;7.2;90.2;77.3;88.6;3.71
2024;male;undergraduate;engineering;daily;other;yes;24.7;7.6;81.6;96.3;100.0;4.0
2023;female;undergraduate;engineering;rarely;writing support;yes;13.7;3.2;70.9;81.4;73.2;3.51
2024;female;masters;health sciences;weekly;writing support;yes;23.1;1.0;93.2;100.0;98.9;3.98
2023;female;undergraduate;arts humanities;never;coding help;yes;22.5;0.0;78.1;77.7;79.4;3.64
2024;male;undergraduate;health sciences;daily;studying/flashcards;no;16.1;6.3;82.3;85.8;78.0;3.41
2024;male;undergraduate;engineering;daily;writing support;no;24.7;7.2;85.6;79.1;89.2;3.69
2024;female;undergraduate;engineering;weekly;concept explanation;yes;15.5;3.0;91.4;80.8;88.9;3.91
2025;nonbinary/other;undergraduate;social sciences;weekly;writing support;yes;17.1;3.1;78.6;78.5;87.9;3.48
2024;female;undergraduate;engineering;daily;research/reading;no;10.7;7.5;85.3;89.7;89.8;3.92
2024;female;undergraduate;engineering;daily;writing support;yes;11.5;7.5;86.8;72.8;68.7;3.26
2023;male;undergraduate;education;weekly;writing support;no;22.6;3.6;97.5;100.0;91.1;3.95
2024;female;undergraduate;education;weekly;writing support;yes;21.3;1.9;78.7;80.8;90.7;3.59
2024;female;undergraduate;engineering;weekly;research/reading;no;22.9;6.0;82.3;86.7;87.2;3.79
2024;female;undergraduate;engineering;weekly;concept explanation;no;13.4;4.1;74.6;76.3;80.9;3.48
2024;female;masters;business;daily;research/reading;yes;14.6;8.6;83.5;85.7;79.2;3.68
2025;female;undergraduate;computer science;daily;concept explanation;yes;25.0;6.3;75.5;67.9;89.5;3.71
2024;male;masters;business;weekly;coding help;no;23.4;2.9;94.1;97.5;100.0;4.0
2023;male;undergraduate;arts humanities;daily;writing support;yes;17.3;5.3;88.9;71.1;88.9;3.58
2025;female;undergraduate;education;daily;concept explanation;yes;18.4;6.5;97.3;84.1;100.0;3.94
2023;male;undergraduate;computer science;weekly;coding help;yes;10.6;4.0;96.6;81.0;70.5;3.24
2024;male;masters;health sciences;weekly;writing support;yes;24.6;1.5;82.9;87.2;85.6;3.78
2025;female;undergraduate;arts humanities;daily;research/reading;no;21.3;6.6;80.8;88.5;97.3;3.98
2023;female;undergraduate;social sciences;daily;concept explanation;yes;18.9;2.1;92.8;97.7;97.3;4.0
2023;female;undergraduate;computer science;daily;studying/flashcards;yes;22.5;6.9;98.4;84.0;94.6;4.0
2024;female;undergraduate;engineering;daily;studying/flashcards;yes;21.4;6.8;84.8;98.8;84.8;3.92
